epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
120,294.048,0.07328,0.85897,1,0.79185,0.000771381,0.000771381,0.000771381
121,296.325,0.07469,0.87179,1,0.85415,0.000765855,0.000765855,0.000765855
122,298.555,0.07009,0.88462,1,0.70537,0.000760328,0.000760328,0.000760328
123,300.988,0.08039,0.85256,1,0.93867,0.000754802,0.000754802,0.000754802
124,303.319,0.06415,0.83333,1,1.03738,0.000749276,0.000749276,0.000749276
125,305.559,0.07397,0.85256,1,0.92754,0.00074375,0.00074375,0.00074375
126,307.816,0.05024,0.85256,1,0.89287,0.000738224,0.000738224,0.000738224
127,310.052,0.0539,0.85897,1,0.82305,0.000732697,0.000732697,0.000732697
128,312.319,0.06318,0.87179,1,0.87124,0.000727171,0.000727171,0.000727171
129,314.554,0.0566,0.88462,1,0.76113,0.000721645,0.000721645,0.000721645
130,317.075,0.05644,0.87821,1,0.77041,0.000716119,0.000716119,0.000716119
131,319.319,0.06683,0.8141,1,1.05078,0.000710593,0.000710593,0.000710593
132,321.555,0.06192,0.88462,1,0.78401,0.000705066,0.000705066,0.000705066
133,323.993,0.08346,0.87821,1,0.90001,0.00069954,0.00069954,0.00069954
134,326.234,0.05482,0.89103,1,0.63076,0.000694014,0.000694014,0.000694014
135,328.771,0.10117,0.87179,1,0.73945,0.000688488,0.000688488,0.000688488
136,331.004,0.10426,0.87821,1,0.72143,0.000682962,0.000682962,0.000682962
137,333.239,0.06412,0.85256,1,0.95791,0.000677435,0.000677435,0.000677435
138,335.529,0.10176,0.87821,1,0.87344,0.000671909,0.000671909,0.000671909
139,337.842,0.1001,0.84615,1,1.04536,0.000666383,0.000666383,0.000666383
140,340.104,0.0695,0.83333,1,1.26816,0.000660857,0.000660857,0.000660857
141,342.428,0.09464,0.82692,1,1.20977,0.00065533,0.00065533,0.00065533
142,344.67,0.06743,0.87179,1,0.93545,0.000649804,0.000649804,0.000649804
143,346.898,0.08959,0.82051,1,1.20449,0.000644278,0.000644278,0.000644278
144,349.147,0.07242,0.83974,1,1.09385,0.000638752,0.000638752,0.000638752
145,351.394,0.12635,0.85256,1,1.03477,0.000633226,0.000633226,0.000633226
146,353.65,0.06698,0.80128,1,1.0833,0.000627699,0.000627699,0.000627699
147,355.864,0.05006,0.80128,1,1.13809,0.000622173,0.000622173,0.000622173
148,358.118,0.063,0.80769,1,1.2042,0.000616647,0.000616647,0.000616647
149,360.369,0.08415,0.83333,1,0.95833,0.000611121,0.000611121,0.000611121
150,362.601,0.03845,0.82051,1,0.94834,0.000605595,0.000605595,0.000605595
151,364.839,0.04772,0.83333,1,0.94287,0.000600068,0.000600068,0.000600068
152,367.089,0.04464,0.8141,1,0.99204,0.000594542,0.000594542,0.000594542
153,369.368,0.03047,0.79487,1,0.99912,0.000589016,0.000589016,0.000589016
154,371.708,0.04868,0.82692,1,0.96904,0.00058349,0.00058349,0.00058349
155,374.016,0.05089,0.82692,1,0.98601,0.000577964,0.000577964,0.000577964
156,376.322,0.03467,0.82051,1,1.0209,0.000572437,0.000572437,0.000572437
157,378.599,0.04585,0.82051,1,0.98018,0.000566911,0.000566911,0.000566911
158,380.907,0.06348,0.83333,1,1.00986,0.000561385,0.000561385,0.000561385
159,383.186,0.04682,0.85256,1,0.92124,0.000555859,0.000555859,0.000555859
160,385.487,0.05712,0.85256,1,0.90057,0.000550332,0.000550332,0.000550332
161,387.789,0.051,0.85897,1,0.92039,0.000544806,0.000544806,0.000544806
162,391.37,0.0423,0.84615,1,0.97451,0.00053928,0.00053928,0.00053928
163,393.67,0.04928,0.84615,1,1.01572,0.000533754,0.000533754,0.000533754
164,395.969,0.02426,0.85256,1,1.03809,0.000528228,0.000528228,0.000528228
165,399.161,0.04901,0.85897,1,1.13574,0.000522701,0.000522701,0.000522701
166,401.482,0.0298,0.85897,1,1.08854,0.000517175,0.000517175,0.000517175
167,403.752,0.03453,0.85897,1,1.04224,0.000511649,0.000511649,0.000511649
168,406.036,0.05019,0.85897,1,1.10518,0.000506123,0.000506123,0.000506123
169,408.341,0.0225,0.85256,1,1.06514,0.000500597,0.000500597,0.000500597
170,410.642,0.03476,0.84615,1,1.02737,0.00049507,0.00049507,0.00049507
171,412.936,0.04031,0.83974,1,1.07139,0.000489544,0.000489544,0.000489544
172,415.257,0.01638,0.83974,1,0.95566,0.000484018,0.000484018,0.000484018
173,417.571,0.03274,0.83333,1,0.99598,0.000478492,0.000478492,0.000478492
174,419.872,0.04044,0.85897,1,0.97454,0.000472966,0.000472966,0.000472966
175,422.172,0.03646,0.85897,1,0.92861,0.000467439,0.000467439,0.000467439
176,424.476,0.09535,0.85256,1,1.0665,0.000461913,0.000461913,0.000461913
177,426.784,0.03968,0.84615,1,1.06387,0.000456387,0.000456387,0.000456387
178,429.073,0.04189,0.85897,1,0.99678,0.000450861,0.000450861,0.000450861
179,431.372,0.03817,0.86538,1,1.07373,0.000445334,0.000445334,0.000445334
180,433.669,0.04611,0.84615,1,1.1147,0.000439808,0.000439808,0.000439808
181,435.988,0.05037,0.84615,1,1.18032,0.000434282,0.000434282,0.000434282
182,438.296,0.0282,0.85256,1,1.04998,0.000428756,0.000428756,0.000428756
183,440.636,0.04822,0.86538,1,0.99746,0.00042323,0.00042323,0.00042323
184,442.971,0.03991,0.84615,1,1.05269,0.000417703,0.000417703,0.000417703
185,445.272,0.0315,0.84615,1,1.08552,0.000412177,0.000412177,0.000412177
186,447.571,0.02549,0.84615,1,1.10044,0.000406651,0.000406651,0.000406651
187,449.839,0.05276,0.83974,1,1.15034,0.000401125,0.000401125,0.000401125
188,452.14,0.05326,0.8141,1,1.24614,0.000395599,0.000395599,0.000395599
189,454.464,0.03593,0.85897,1,1.02852,0.000390072,0.000390072,0.000390072
190,456.759,0.02379,0.85897,1,0.93936,0.000384546,0.000384546,0.000384546
191,459.114,0.05888,0.86538,1,1.03145,0.00037902,0.00037902,0.00037902
192,461.517,0.05622,0.87179,1,1.08486,0.000373494,0.000373494,0.000373494
193,463.817,0.02943,0.86538,1,1.05029,0.000367967,0.000367967,0.000367967
194,466.103,0.03165,0.84615,1,1.10693,0.000362441,0.000362441,0.000362441
195,468.454,0.03418,0.82692,1,1.11973,0.000356915,0.000356915,0.000356915
196,470.805,0.02948,0.8141,1,1.17217,0.000351389,0.000351389,0.000351389
197,473.108,0.04723,0.8141,1,1.12632,0.000345863,0.000345863,0.000345863
198,475.404,0.04717,0.80769,1,1.22451,0.000340336,0.000340336,0.000340336
199,477.692,0.03265,0.80128,1,1.30352,0.00033481,0.00033481,0.00033481
200,479.986,0.02786,0.80769,1,1.36689,0.000329284,0.000329284,0.000329284
201,482.256,0.02409,0.82051,1,1.29224,0.000323758,0.000323758,0.000323758
202,484.555,0.04234,0.80769,1,1.24912,0.000318232,0.000318232,0.000318232
203,486.85,0.02984,0.82051,1,1.17422,0.000312705,0.000312705,0.000312705
204,489.239,0.05944,0.82051,1,1.2115,0.000307179,0.000307179,0.000307179
205,491.525,0.02296,0.82051,1,1.18,0.000301653,0.000301653,0.000301653
206,493.812,0.03275,0.83333,1,1.18311,0.000296127,0.000296127,0.000296127
207,496.106,0.04591,0.83974,1,1.1625,0.000290601,0.000290601,0.000290601
208,498.456,0.03449,0.83974,1,1.04302,0.000285074,0.000285074,0.000285074
209,500.723,0.03116,0.83333,1,0.99027,0.000279548,0.000279548,0.000279548
210,503.009,0.03895,0.84615,1,1.00977,0.000274022,0.000274022,0.000274022
211,505.286,0.0351,0.83974,1,0.99609,0.000268496,0.000268496,0.000268496
212,507.585,0.02656,0.83974,1,1.03871,0.000262969,0.000262969,0.000262969
213,509.856,0.02191,0.83333,1,0.97314,0.000257443,0.000257443,0.000257443
214,512.152,0.03907,0.85897,1,0.94092,0.000251917,0.000251917,0.000251917
215,514.474,0.01677,0.86538,1,0.89302,0.000246391,0.000246391,0.000246391
216,516.77,0.02391,0.86538,1,0.88569,0.000240865,0.000240865,0.000240865
217,519.054,0.01996,0.85897,1,0.81479,0.000235338,0.000235338,0.000235338
218,521.391,0.02097,0.85897,1,0.87646,0.000229812,0.000229812,0.000229812
219,523.709,0.03368,0.85256,1,0.9166,0.000224286,0.000224286,0.000224286
220,526.022,0.02665,0.86538,1,0.94906,0.00021876,0.00021876,0.00021876
221,528.307,0.02304,0.87179,1,0.94885,0.000213234,0.000213234,0.000213234
222,530.623,0.02589,0.85897,1,0.99307,0.000207707,0.000207707,0.000207707
223,532.937,0.02966,0.87179,1,0.99854,0.000202181,0.000202181,0.000202181
224,535.24,0.03075,0.87179,1,0.99794,0.000196655,0.000196655,0.000196655
225,537.522,0.02201,0.86538,1,1.0001,0.000191129,0.000191129,0.000191129
226,539.816,0.02995,0.86538,1,0.94858,0.000185603,0.000185603,0.000185603
227,542.102,0.01986,0.85256,1,0.98861,0.000180076,0.000180076,0.000180076
228,544.402,0.03141,0.85897,1,0.99932,0.00017455,0.00017455,0.00017455
229,546.746,0.03694,0.85897,1,0.96348,0.000169024,0.000169024,0.000169024
230,549.02,0.02329,0.85897,1,0.93047,0.000163498,0.000163498,0.000163498
231,551.31,0.03354,0.86538,1,0.88086,0.000157971,0.000157971,0.000157971
232,553.594,0.0213,0.86538,1,0.8491,0.000152445,0.000152445,0.000152445
233,555.876,0.02863,0.87179,1,0.84683,0.000146919,0.000146919,0.000146919
234,558.164,0.01278,0.87179,1,0.91708,0.000141393,0.000141393,0.000141393
